170,112,0
646.41,1,119
641,1,118
635.65,1,117
630.42,1,116
625.44,1,115
620.64,1,114
616.05,1,113
611.65,1,112
607.54,1,111
603.74,1,110
600.35,1,109
597.28,1,108
594.6,1,107
592.37,1,106
590.61,1,105
589.41,1,105
590.53,1,105
590.04,1,102
587.28,1,101
583.81,1,100
579.57,1,99
574.89,1,98
570.26,1,97
565.58,1,96
560.76,1,95
555.79,1,94
550.67,1,93
545.47,1,92
540.27,1,91
535.09,1,90
529.91,1,89
524.86,1,88
520.32,1,87
515.65,1,86
511.22,1,85
507.55,1,85
509.66,1,83
505.6,1,82
500.72,1,82
504.38,1,82
505.73,1,81
505.55,1,80
505.63,1,79
509.93,1,78
515.13,1,77
520.19,1,76
515.89,1,74
517.39,1,74
522.43,1,73
529.57,1,72
536.78,1,71
542.91,1,70
550.7,1,69
558.95,1,68
568.2,1,67
577.32,1,66
586.3,1,65
579.63,1,62
570.21,1,61
560.8,1,60
551.43,1,59
542.1,1,58
533.65,1,57
525.4,1,56
517.42,1,55
509.51,1,54
501.78,1,53
494.74,1,52
488.09,1,51
481.59,1,50
475.28,1,49
469.74,1,48
465,1,47
460.19,1,46
455.5,1,45
450.37,1,44
445.68,1,44
448.04,1,42
447.5,1,42
452.55,1,42
456.94,1,41
460.71,1,40
463.59,1,39
470.03,1,38
477.73,1,37
485.45,1,36
492.87,1,35
500,1,34
506.98,1,33
513.43,1,32
519.45,1,31
526.6,1,30
533.42,1,29
540.62,1,28
544.3,1,25
538.64,1,24
533.71,1,23
529.21,1,22
524.93,1,22
528.89,1,22
532.85,1,21
537.67,1,20
542.93,1,19
548.44,1,18
547.49,1,15
543.82,1,15
547.54,1,15
551.64,1,14
556.06,1,13
560.85,1,12
565.24,1,11
568.98,1,10
571.66,1,9
571.53,1,6
567.43,1,5
563.3,1,4
559.06,1,3
555.13,1,3
558.72,1,3
562.46,1,2
638.64,2,119
633.15,2,118
627.58,2,117
622.16,2,116
616.95,2,115
611.91,2,114
607.1,2,113
602.58,2,112
598.32,2,111
594.4,2,110
590.87,2,109
587.68,2,108
584.88,2,107
582.55,2,106
580.71,2,105
579.41,2,105
580.59,2,105
580.43,2,102
577.9,2,101
574.77,2,100
570.73,2,99
566.12,2,98
561.46,2,97
556.85,2,96
552.11,2,95
547.24,2,94
542.15,2,93
536.97,2,92
531.78,2,91
526.56,2,90
521.51,2,89
516.31,2,88
511.54,2,87
506.82,2,86
502.43,2,85
498.33,2,85
501.08,2,85
497.31,2,82
493.62,2,82
496.72,2,82
497.2,2,81
498.15,2,80
498.72,2,79
504.66,2,78
510.16,2,77
515.05,2,74
510.66,2,74
511.66,2,74
518.34,2,73
525.56,2,72
532.93,2,71
539.61,2,70
547.42,2,69
555.5,2,68
564.41,2,67
573.22,2,66
581.91,2,65
576.27,2,62
566.81,2,61
557.31,2,60
547.85,2,59
538.47,2,58
529.97,2,57
521.59,2,56
513.48,2,55
505.31,2,54
497.1,2,53
489.61,2,52
482.81,2,51
476.07,2,50
469.72,2,49
464.05,2,48
459.44,2,47
454.48,1,46
449.84,2,45
446.72,2,44
443.72,2,43
444.87,2,42
441.59,2,42
446.1,2,42
450.19,2,41
453.29,2,40
458.22,2,39
465.91,2,38
473.33,2,37
480.7,2,36
487.94,2,35
494.64,2,34
501.2,2,33
507.98,2,32
514.73,2,31
521.4,2,30
528.36,2,29
535.33,2,28
537.5,2,25
532.2,2,24
527.23,2,23
522.56,2,22
518,2,22
520.68,2,22
524.62,2,21
530.04,2,20
535.42,2,19
541.06,2,18
539.17,2,15
535.06,2,15
539.13,2,15
543.31,2,14
547.95,2,13
552.7,2,12
556.88,2,11
560.36,2,10
562.66,2,9
563.05,2,6
559.07,2,5
555.02,2,4
550.54,2,3
546.15,2,3
550.08,2,3
554.12,2,2
630.94,3,119
625.17,3,118
619.43,3,117
613.8,3,116
608.37,3,115
603.19,3,114
598.24,3,113
593.57,3,112
589.18,3,111
585.12,3,110
581.43,3,109
578.08,3,108
575.18,3,107
572.72,3,106
570.8,3,105
569.45,3,105
570.7,3,105
570.79,3,102
568.43,3,101
565.63,3,100
561.9,3,99
557.3,3,98
552.65,3,97
548.07,3,96
543.45,3,95
538.64,3,94
533.63,3,93
528.45,3,92
523.29,3,91
518.14,3,90
513.03,3,89
507.99,3,88
502.9,3,87
498.02,3,86
493.5,3,85
489.6,3,85
492.55,3,85
490.39,3,82
486.44,3,82
488.58,3,82
489.84,3,81
490.34,3,80
495.28,3,79
500.4,3,78
505.53,3,77
509.72,3,74
505.28,3,74
506.93,3,74
514.43,3,73
522.03,3,72
529.44,3,71
536.1,3,70
543.33,3,69
551.24,3,68
559.88,3,67
568.48,3,66
576.96,3,65
573.04,3,62
563.69,3,61
554.06,3,60
544.39,3,59
534.83,3,58
526.14,3,57
517.74,3,56
509.59,3,55
501.32,3,54
493.05,3,53
485.15,3,52
477.95,3,51
470.96,3,50
464.5,3,49
458.08,3,48
455.33,3,47
453.43,3,46
450.34,3,45
445.69,3,44
440.78,3,43
438.13,3,42
436.25,3,42
440.02,3,42
443.71,3,41
450.68,3,40
457.94,3,39
462.77,3,38
469.15,3,37
475.93,3,36
482.57,3,35
488.94,3,34
495.62,3,33
502.63,3,32
509.38,3,31
516.14,3,30
523.12,3,29
530.06,3,28
530.33,3,25
524.77,3,24
519.5,3,23
514.65,3,22
510.36,3,22
514.29,3,22
518.94,3,21
524.23,3,20
528.78,3,19
533.73,3,18
530.9,3,15
526.36,3,15
530.76,3,15
534.91,3,14
539.78,3,13
544.55,3,12
548.33,3,11
551.68,3,10
553.73,3,9
555.04,3,6
551.63,3,5
547.93,3,4
543.73,3,3
540.14,3,3
543.49,3,3
547.4,3,2
622.99,4,119
617.14,4,118
611.28,4,117
605.42,4,116
599.86,4,115
594.56,4,114
589.46,4,113
584.64,4,112
580.08,4,111
575.87,4,110
572.01,4,109
568.53,4,108
565.52,4,107
562.94,4,106
560.89,4,105
559.48,4,105
560.77,4,105
561.08,4,102
558.83,4,101
556.35,4,100
553.05,4,99
548.45,4,98
543.8,4,97
539.21,4,96
534.73,4,95
530.02,4,94
525.1,4,93
520.01,4,92
514.77,4,91
509.63,4,90
504.43,4,89
499.41,4,88
494.41,4,87
489.54,4,86
484.85,4,85
481.15,4,85
484.13,4,85
481.86,4,82
476.9,4,82
480.8,4,82
481.27,4,81
484.26,4,80
489.94,4,79
495.4,4,78
500.49,4,77
504.01,4,74
499.52,4,74
504.23,4,74
511.59,4,73
518.88,4,72
525.02,4,71
530.97,4,70
538.15,4,69
546.27,4,68
554.84,4,67
563.38,4,66
571.64,4,65
569.48,4,62
561,4,61
551.49,3,60
541.49,3,59
531.49,3,58
522.69,3,57
514.03,3,56
505.62,3,55
497.35,3,54
489.12,3,53
481.06,3,52
473.67,3,51
466.56,3,50
460.23,3,49
453.8,3,48
452.8,3,47
448.98,3,46
445.5,3,45
441.05,3,44
438.6,3,43
434.18,4,42
430.63,4,42
434.84,4,42
441.77,4,41
448.03,4,40
453.92,4,39
459.78,4,38
463.29,4,37
470.24,4,36
476.94,4,35
483.45,4,34
490.23,4,33
497.3,4,32
504.31,4,31
511.35,4,30
518.31,4,29
525.03,4,28
523.36,4,25
517.56,4,24
512.01,4,23
506.99,4,22
502.55,4,22
506.8,4,22
511.71,4,21
517.1,4,20
522.07,4,19
527.03,4,18
524.56,4,15
520.71,4,15
524.54,4,15
528.81,4,14
533.34,4,13
537.57,4,12
540.66,4,11
543.62,4,10
545.14,4,9
546.82,4,6
543.24,4,5
539.61,4,4
535.14,4,3
531.84,4,3
535.08,4,3
539.31,4,2
615.17,5,119
609.14,5,118
603.22,5,117
597.27,5,116
591.51,5,115
585.96,5,114
580.74,5,113
575.77,5,112
571.05,5,111
566.66,5,110
562.65,5,109
559.04,5,108
555.88,5,107
553.16,5,106
550.99,5,105
549.52,5,105
550.86,5,105
551.35,5,102
549.16,5,101
546.94,5,100
544.2,5,99
539.59,5,98
534.93,5,97
530.38,5,96
525.9,5,95
521.32,5,94
516.51,5,93
511.51,5,92
506.24,5,91
501.11,5,90
495.87,5,89
490.97,5,88
486.17,5,87
481.16,5,86
475.99,5,85
472.24,5,85
474.89,5,85
475.41,5,82
470.39,5,82
472.67,5,82
473.63,5,81
479.7,5,80
485.37,5,79
490.76,5,78
495.42,5,77
498.31,5,76
494.64,5,74
500.5,5,74
508.12,5,73
515.11,5,72
520.23,5,71
526.25,5,70
533.14,5,69
541.2,5,68
549.7,5,67
558.17,5,66
566.02,5,65
564.19,5,62
557.92,5,61
551.1,5,60
543.62,3,59
535.24,3,58
526.56,3,57
518.02,3,56
509.8,3,55
501.65,3,54
493.47,3,53
485.46,3,52
478.1,3,51
471.05,3,50
464.14,3,49
456.96,3,48
456.89,3,47
458.08,3,46
453.93,3,45
448.55,3,44
442.04,5,43
436.6,5,42
429.63,5,42
433.63,5,42
438.86,5,41
444.03,5,40
