147,89,0
575.91,1,119
570.48,1,118
565.13,1,117
559.89,1,116
554.91,1,115
550.11,1,114
545.52,1,113
541.13,1,112
537.01,1,111
533.21,1,110
529.83,1,109
526.75,1,108
524.07,1,107
521.85,1,106
520.08,1,105
518.89,1,105
520,1,105
519.52,1,102
516.76,1,101
513.28,1,100
509.04,1,99
504.36,1,98
499.73,1,97
495.05,1,96
490.24,1,95
485.26,1,94
480.14,1,93
474.95,1,92
469.75,1,91
464.57,1,90
459.38,1,89
454.33,1,88
449.8,1,87
445.12,1,86
440.7,1,85
437.02,1,85
439.13,1,83
435.08,1,82
430.2,1,82
433.86,1,82
435.21,1,81
435.02,1,80
435.1,1,79
439.41,1,78
444.6,1,77
449.66,1,76
445.37,1,74
446.87,1,74
451.9,1,73
459.05,1,72
466.26,1,71
472.39,1,70
480.18,1,69
488.42,1,68
497.68,1,67
506.8,1,66
515.78,1,65
509.1,1,62
499.68,1,61
490.28,1,60
480.91,1,59
471.57,1,58
463.12,1,57
454.87,1,56
446.9,1,55
438.98,1,54
431.25,1,53
424.22,1,52
417.56,1,51
411.07,1,50
404.75,1,49
399.21,1,48
394.47,1,47
389.66,1,46
384.97,1,45
379.85,1,44
375.15,1,44
377.52,1,42
376.97,1,42
382.03,1,42
386.41,1,41
390.18,1,40
393.07,1,39
399.5,1,38
407.21,1,37
414.92,1,36
422.35,1,35
429.47,1,34
436.45,1,33
442.91,1,32
448.92,1,31
456.07,1,30
462.89,1,29
470.1,1,28
473.77,1,25
468.12,1,24
463.19,1,23
458.69,1,22
454.4,1,22
458.37,1,22
462.32,1,21
467.14,1,20
472.4,1,19
477.91,1,18
476.96,1,15
473.3,1,15
477.01,1,15
481.11,1,14
485.53,1,13
490.32,1,12
494.71,1,11
498.46,1,10
501.14,1,9
501,1,6
496.91,1,5
492.78,1,4
488.54,1,3
484.6,1,3
488.2,1,3
491.93,1,2
568.14,2,119
562.64,2,118
557.06,2,117
551.64,2,116
546.43,2,115
541.39,2,114
536.58,2,113
532.05,2,112
527.8,2,111
523.88,2,110
520.35,2,109
517.16,2,108
514.36,2,107
512.02,2,106
510.19,2,105
508.89,2,105
510.06,2,105
509.91,2,102
507.38,2,101
504.25,2,100
500.21,2,99
495.6,2,98
490.93,2,97
486.32,2,96
481.58,2,95
476.72,2,94
471.62,2,93
466.45,2,92
461.25,2,91
456.04,2,90
450.98,2,89
445.78,2,88
441.01,2,87
436.3,2,86
431.9,2,85
427.8,2,85
430.55,2,85
426.78,2,82
423.09,2,82
426.2,2,82
426.68,2,81
427.62,2,80
428.19,2,79
434.13,2,78
439.63,2,77
444.53,2,74
440.13,2,74
441.14,2,74
447.81,2,73
455.04,2,72
462.4,2,71
469.08,2,70
476.9,2,69
484.98,2,68
493.89,2,67
502.69,2,66
511.38,2,65
505.75,2,62
496.28,2,61
486.78,2,60
477.33,2,59
467.94,2,58
459.44,2,57
451.07,2,56
442.96,2,55
434.78,2,54
426.57,2,53
419.08,2,52
412.28,2,51
405.55,2,50
399.19,2,49
393.52,2,48
388.91,2,47
383.96,1,46
379.31,2,45
376.19,2,44
373.2,2,43
374.35,2,42
371.07,2,42
375.58,2,42
379.67,2,41
382.76,2,40
387.7,2,39
395.38,2,38
402.8,2,37
410.17,2,36
417.41,2,35
424.11,2,34
430.68,2,33
437.45,2,32
444.21,2,31
450.88,2,30
457.84,2,29
464.81,2,28
466.98,2,25
461.68,2,24
456.71,2,23
452.04,2,22
447.47,2,22
450.16,2,22
454.09,2,21
459.52,2,20
464.89,2,19
470.53,2,18
468.64,2,15
464.53,2,15
468.6,2,15
472.78,2,14
477.43,2,13
482.17,2,12
486.35,2,11
489.84,2,10
492.13,2,9
492.52,2,6
488.55,2,5
484.5,2,4
480.02,2,3
475.63,2,3
479.55,2,3
483.59,2,2
560.45,3,119
554.66,3,118
548.91,3,117
543.27,3,116
537.85,3,115
532.66,3,114
527.72,3,113
523.04,3,112
518.66,3,111
514.6,3,110
510.91,3,109
507.56,3,108
504.65,3,107
502.19,3,106
500.27,3,105
498.92,3,105
500.17,3,105
500.27,3,102
497.9,3,101
495.1,3,100
491.37,3,99
486.77,3,98
482.12,3,97
477.54,3,96
472.92,3,95
468.11,3,94
463.1,3,93
457.92,3,92
452.76,3,91
447.62,3,90
442.5,3,89
437.47,3,88
432.38,3,87
427.49,3,86
422.98,3,85
419.07,3,85
422.02,3,85
419.86,3,82
415.91,3,82
418.05,3,82
419.31,3,81
419.81,3,80
424.76,3,79
429.88,3,78
435,3,77
439.2,3,74
434.76,3,74
436.4,3,74
443.91,3,73
451.5,3,72
458.92,3,71
465.58,3,70
472.81,3,69
480.72,3,68
489.36,3,67
497.96,3,66
506.43,3,65
502.51,3,62
493.16,3,61
483.53,3,60
473.87,3,59
464.3,3,58
455.61,3,57
447.22,3,56
439.06,3,55
430.79,3,54
422.52,3,53
414.63,3,52
407.43,3,51
400.44,3,50
393.97,3,49
387.55,3,48
384.8,3,47
382.9,3,46
379.81,3,45
375.16,3,44
370.25,3,43
367.61,3,42
365.73,3,42
369.5,3,42
373.19,3,41
380.15,3,40
387.42,3,39
392.24,3,38
398.62,3,37
405.41,3,36
412.04,3,35
418.41,3,34
425.1,3,33
432.1,3,32
438.86,3,31
445.62,3,30
452.59,3,29
459.54,3,28
459.81,3,25
454.25,3,24
448.97,3,23
444.13,3,22
439.84,3,22
443.76,3,22
448.41,3,21
453.7,3,20
458.26,3,19
463.2,3,18
460.38,3,15
455.84,3,15
460.23,3,15
464.39,3,14
469.25,3,13
474.02,3,12
477.81,3,11
481.15,3,10
483.21,3,9
484.52,3,6
481.11,3,5
477.4,3,4
473.2,3,3
469.62,3,3
472.97,3,3
476.87,3,2
552.52,4,119
546.63,4,118
540.76,4,117
534.89,4,116
529.34,4,115
524.03,4,114
518.94,4,113
514.11,4,112
509.56,4,111
505.34,4,110
501.48,4,109
498.01,4,108
495,4,107
492.42,4,106
490.36,4,105
488.96,4,105
490.25,4,105
490.55,4,102
488.3,4,101
485.82,4,100
482.53,4,99
477.92,4,98
473.27,4,97
468.69,4,96
464.2,4,95
459.5,4,94
454.57,4,93
449.48,4,92
444.25,4,91
439.11,4,90
433.91,4,89
428.88,4,88
423.88,4,87
419.01,4,86
414.32,4,85
410.62,4,85
413.61,4,85
411.33,4,82
406.37,4,82
410.27,4,82
410.75,4,81
413.74,4,80
419.41,4,79
424.87,4,78
429.96,4,77
433.48,4,74
428.99,4,74
433.71,4,74
441.06,4,73
448.36,4,72
454.49,4,71
460.44,4,70
467.63,4,69
475.74,4,68
484.32,4,67
492.85,4,66
501.12,4,65
498.96,4,62
490.47,4,61
480.96,3,60
470.97,3,59
460.97,3,58
452.17,3,57
443.51,3,56
435.1,3,55
426.83,3,54
418.59,3,53
410.53,3,52
403.14,3,51
396.04,3,50
389.71,3,49
383.27,3,48
382.27,3,47
378.45,3,46
374.98,3,45
370.52,3,44
368.07,3,43
363.65,4,42
360.1,4,42
364.31,4,42
371.25,4,41
377.5,4,40
383.39,4,39
389.25,4,38
392.77,4,37
399.72,4,36
406.41,4,35
412.92,4,34
419.7,4,33
426.77,4,32
433.78,4,31
440.83,4,30
447.79,4,29
454.5,4,28
452.83,4,25
447.03,4,24
441.49,4,23
436.47,4,22
432.03,4,22
436.28,4,22
441.18,4,21
446.57,4,20
451.55,4,19
456.51,4,18
454.03,4,15
450.18,4,15
454.01,4,15
458.29,4,14
462.82,4,13
467.04,4,12
470.14,4,11
473.1,4,10
474.61,4,9
476.3,4,6
472.72,4,5
469.08,4,4
464.61,4,3
461.31,4,3
464.56,4,3
468.79,4,2
544.72,5,119
538.65,5,118
532.71,5,117
526.75,5,116
520.99,5,115
515.43,5,114
510.22,5,113
505.25,5,112
500.53,5,111
496.13,5,110
492.13,5,109
488.51,5,108
485.35,5,107
482.63,5,106
480.46,5,105
478.99,5,105
480.33,5,105
480.83,5,102
478.63,5,101
476.42,5,100
473.67,5,99
469.07,5,98
464.4,5,97
459.85,5,96
455.37,5,95
450.8,5,94
445.98,5,93
440.98,5,92
435.71,5,91
430.58,5,90
425.34,5,89
420.45,5,88
415.64,5,87
410.63,5,86
405.46,5,85
401.72,5,85
404.36,5,85
404.89,5,82
399.87,5,82
402.14,5,82
403.1,5,81
409.17,5,80
414.84,5,79
420.23,5,78
424.89,5,77
427.78,5,76
424.11,5,74
429.98,5,74
437.59,5,73
444.58,5,72
449.71,5,71
455.72,5,70
462.62,5,69
470.67,5,68
479.18,5,67
487.64,5,66
495.49,5,65
493.66,5,62
487.39,5,61
480.57,5,60
473.09,3,59
464.72,3,58
456.04,3,57
447.49,3,56
439.27,3,55
431.13,3,54
422.94,3,53
414.93,3,52
407.57,3,51
400.52,3,50
393.61,3,49
386.43,3,48
386.36,3,47
387.55,3,46
383.41,3,45
378.02,3,44
371.52,5,43
366.08,5,42
359.1,5,42
363.1,5,42
368.33,5,41
373.5,5,40
378.79,5,39
384.14,5,38
389.55,5,37
395.3,5,36
401.61,5,35
407.97,5,34
414.95,5,33
422.18,5,32
429.26,5,31
436.12,5,30
442.85,5,29
449.11,5,28
446.04,5,25
440.1,5,24
434.29,5,23
428.89,5,22
424.39,5,22
429.09,5,22
434.3,5,21
439.6,5,20
444.49,5,19
449.38,5,18
445.97,5,15
441.84,5,15
445.7,5,15
450.11,5,14
454.71,5,13
458.78,5,12
461.34,5,11
464.4,5,10
465.47,5,9
467.77,5,6
464.19,5,5
461.25,5,4
456.61,5,3
453.46,5,3
456.92,5,3
460.87,5,2
537.07,6,119
530.78,6,118
524.74,6,117
518.64,6,116
512.71,6,115
506.94,6,114
501.62,6,113
496.43,6,112
491.58,6,111
487.01,6,110
482.82,6,109
479.04,6,108
475.73,6,107
472.87,6,106
470.59,6,105
468.99,6,105
470.46,6,105
